0,Tue Nov 21 16:20:18 EST 2023,true,index/QuoteEvaluator.java,expectedTypes,[@StringFormattingSExpression, @LTEEvaluator, @GTEEvaluator+@GTEvaluator+@LTEEvaluator+@LTEvaluator, @GTEEvaluator, @NotEvaluator, @ListEvaluator, @AndEvaluator, @LTEvaluator, @LoadEvaluator, @GTEvaluator, @Main, @CustomOperationRegisterer, @CondEvaluator, @EvalEvaluator, @QuoteEvaluator, @OrEvaluator]
0,Tue Nov 21 16:20:18 EST 2023,true,index/QuoteEvaluator.java,tags,index.QuoteEvaluator,@QuoteEvaluator
0,Tue Nov 21 16:20:18 EST 2023,true,index/QuoteEvaluator.java,nameNotInDictionary,expr,expr
0,Tue Nov 21 16:20:18 EST 2023,true,index/QuoteEvaluator.java,nameInDictionary,index.QuoteEvaluator,index
0,Tue Nov 21 16:20:18 EST 2023,true,index/QuoteEvaluator.java,nameInDictionary,index.QuoteEvaluator,quote
0,Tue Nov 21 16:20:18 EST 2023,true,index/QuoteEvaluator.java,nameInDictionary,environment,environment
0,Tue Nov 21 16:20:18 EST 2023,true,index/QuoteEvaluator.java,publicMethodsOverride,[]
0,Tue Nov 21 16:20:18 EST 2023,true,index/QuoteEvaluator.java,expectedMethodCall,main.lisp.parser.terms.SExpression!getTail:->SExpression,Some method (eval:main.lisp.parser.terms.SExpression;main.lisp.evaluator.Environment->SExpression),index.QuoteEvaluator:[@QuoteEvaluator]
0,Tue Nov 21 16:20:18 EST 2023,true,index/QuoteEvaluator.java,expectedSignature,eval:main.lisp.parser.terms.SExpression;main.lisp.evaluator.Environment->main.lisp.parser.terms.SExpression,index.QuoteEvaluator:[@QuoteEvaluator]
0,Tue Nov 21 16:20:18 EST 2023,true,index/QuoteEvaluator.java,missingMethodCall,main.lisp.parser.terms.SExpression!getHead:->SExpression,No method,index.QuoteEvaluator:[@QuoteEvaluator]
0,Tue Nov 21 16:20:18 EST 2023,true,index/QuoteEvaluator.java,expectedInterface,main.lisp.evaluator.Evaluator,index.QuoteEvaluator[@QuoteEvaluator]
0,Tue Nov 21 16:20:18 EST 2023,true,index/ListEvaluator.java,expectedTypes,[@StringFormattingSExpression, @LTEEvaluator, @GTEEvaluator+@GTEvaluator+@LTEEvaluator+@LTEvaluator, @GTEEvaluator, @NotEvaluator, @ListEvaluator, @AndEvaluator, @LTEvaluator, @LoadEvaluator, @GTEvaluator, @Main, @CustomOperationRegisterer, @CondEvaluator, @EvalEvaluator, @QuoteEvaluator, @OrEvaluator]
0,Tue Nov 21 16:20:18 EST 2023,true,index/ListEvaluator.java,tags,index.ListEvaluator,@ListEvaluator
0,Tue Nov 21 16:20:18 EST 2023,true,index/ListEvaluator.java,nameNotInDictionary,expr,expr
