Id,Prediction,Date,File,StartTime,ElapsedTime,BusyTime,Commands,editOrInsertPercentage,debugPercentage,navigationPercentage,focusPercentage,removePercentage,editPercentage,COMMAND_RATE,NAVIGATION_RATE,DEBUG_RATE,FOCUS_RATE,EDIT_RATE,REMOVE_RATE,INSERT_RATE,webLinkTimes,Web Page Visits
1,,Tue Nov 21 16:43:09 EST 2023,RunF23A5Tests.java,1700602989220,64529,0,(F)2,0.0,0.0,0.0,100.0,0.0,0.0,0.03125,0.0,0.0,0.03125,0.0,0.0,0.0,0.0,[]
,/modelData/A0UserStudy2010.arff,Tue Nov 21 16:43:09 EST 2023,RunF23A5Tests.java, 1700602989220
2,,Wed Dec 31 19:00:00 EST 1969,RunF23A5Tests.java,0,-1,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,null,0.0,0.0,[]
3,,Tue Nov 21 16:44:13 EST 2023,ClassRegistryImpl.java,1700603053843,161448,0,(F)1(I)1,50.0,0.0,0.0,50.0,0.0,0.0,0.012422360248447204,0.0,0.0,0.006211180124223602,0.0,0.0,0.006211180124223602,0.0,[]
4,,Tue Nov 21 16:46:55 EST 2023,ClassRegistryImpl.java,1700603215472,28097,0,(I)15,100.0,0.0,0.0,0.0,0.0,0.0,0.5357142857142857,0.0,0.0,0.0,0.0,0.0,0.5357142857142857,0.0,[]
5,,Tue Nov 21 16:47:24 EST 2023,LoadEvaluator.java,1700603244811,45441,0,(I)1(F)2(I)3(F)2(I)11,78.94736842105263,0.0,0.0,21.052631578947366,0.0,0.0,0.4222222222222222,0.0,0.0,0.08888888888888889,0.0,0.0,0.3333333333333333,0.0,[]
6,,Tue Nov 21 16:48:10 EST 2023,LoadEvaluator.java,1700603290886,33725,0,(I)23,100.0,0.0,0.0,0.0,0.0,0.0,0.696969696969697,0.0,0.0,0.0,0.0,0.0,0.696969696969697,0.0,[]
7,,Tue Nov 21 16:48:44 EST 2023,LoadEvaluator.java,1700603324921,46367,0,(I)1(F)2(I)3(F)4(I)1(F)2(I)2(F)2(I)5,54.54545454545454,0.0,0.0,45.45454545454545,0.0,0.0,0.4782608695652174,0.0,0.0,0.21739130434782608,0.0,0.0,0.2608695652173913,0.0,[]
8,,Tue Nov 21 16:49:34 EST 2023,LoadEvaluator.java,1700603374840,19359,0,(I)3(F)2(I)14(F)2(I)1,81.81818181818183,0.0,0.0,18.181818181818183,0.0,0.0,1.1578947368421053,0.0,0.0,0.21052631578947367,0.0,0.0,0.9473684210526315,0.0,[]
9,,Tue Nov 21 16:49:56 EST 2023,LoadEvaluator.java,1700603396585,16818,0,(I)1(F)2(D)1(F)1(D)2(F)1(I)6,50.0,21.428571428571427,0.0,28.57142857142857,0.0,0.0,0.875,0.0,0.1875,0.25,0.0,0.0,0.4375,0.0,[]
10,,Tue Nov 21 16:48:43 EST 2023,LoadEvaluator.java,1700603323329,97645,0,(I)8(R)1(I)1(R)1(I)3(R)1(I)2(R)2(I)6,80.0,0.0,0.0,0.0,20.0,0.0,0.25773195876288657,0.0,0.0,0.0,0.0,0.05154639175257732,0.20618556701030927,0.0,[]
11,,Tue Nov 21 16:50:24 EST 2023,LoadEvaluator.java,1700603424308,43134,0,(R)6(F)4(I)2(R)1(I)12,56.00000000000001,0.0,0.0,16.0,28.000000000000004,0.0,0.5813953488372093,0.0,0.0,0.09302325581395349,0.0,0.16279069767441862,0.32558139534883723,0.0,[]
