Id,Prediction,Date,File,StartTime,ElapsedTime,BusyTime,Commands,editOrInsertPercentage,debugPercentage,navigationPercentage,focusPercentage,removePercentage,editPercentage,COMMAND_RATE,NAVIGATION_RATE,DEBUG_RATE,FOCUS_RATE,EDIT_RATE,REMOVE_RATE,INSERT_RATE,webLinkTimes,Web Page Visits
1,,Mon Nov 20 14:31:47 EST 2023,BasicExpressionImpl.java,1700508707417,90055,0,(I)13(F)2(I)1(F)4(I)1(F)2(I)1,66.66666666666666,0.0,0.0,33.33333333333333,0.0,0.0,0.26666666666666666,0.0,0.0,0.08888888888888889,0.0,0.0,0.17777777777777778,0.0,[]
,/modelData/A0UserStudy2010.arff,Mon Nov 20 14:31:47 EST 2023,BasicExpressionImpl.java, 1700508707417
2,,Mon Nov 20 14:33:18 EST 2023,BasicExpressionImpl.java,1700508798073,33957,0,(F)2(I)1(F)2(I)20,84.0,0.0,0.0,16.0,0.0,0.0,0.7575757575757576,0.0,0.0,0.12121212121212122,0.0,0.0,0.6363636363636364,0.0,[]
3,,Mon Nov 20 14:33:53 EST 2023,BasicExpressionImpl.java,1700508833694,15129,0,(I)23,100.0,0.0,0.0,0.0,0.0,0.0,1.5333333333333334,0.0,0.0,0.0,0.0,0.0,1.5333333333333334,0.0,[]
4,,Mon Nov 20 14:34:09 EST 2023,BasicExpressionImpl.java,1700508849463,11536,0,(I)7(R)1(I)2(F)2(I)9(R)2(I)1,79.16666666666666,0.0,0.0,8.333333333333332,12.5,0.0,2.1818181818181817,0.0,0.0,0.18181818181818182,0.0,0.2727272727272727,1.7272727272727273,0.0,[]
5,,Mon Nov 20 14:34:21 EST 2023,BasicExpressionImpl.java,1700508861076,48655,0,(I)17(F)6(I)2,76.0,0.0,0.0,24.0,0.0,0.0,0.5208333333333334,0.0,0.0,0.125,0.0,0.0,0.3958333333333333,0.0,[]
6,,Mon Nov 20 14:35:10 EST 2023,BasicExpressionImpl.java,1700508910198,35528,0,(I)3(F)2(I)1(F)2(I)13(F)2,73.91304347826086,0.0,0.0,26.08695652173913,0.0,0.0,0.6571428571428571,0.0,0.0,0.17142857142857143,0.0,0.0,0.4857142857142857,0.0,[]
7,,Mon Nov 20 14:35:46 EST 2023,main.java,1700508946232,223367,0,(I)1(F)2(I)15(R)1(F)2(I)2,78.26086956521739,0.0,0.0,17.391304347826086,4.3478260869565215,0.0,0.1031390134529148,0.0,0.0,0.017937219730941704,0.0,0.004484304932735426,0.08071748878923767,0.0,[]
8,,Mon Nov 20 14:39:20 EST 2023,main.java,1700509160460,14926,0,(I)2(R)1(I)21,95.83333333333334,0.0,0.0,0.0,4.166666666666666,0.0,1.7142857142857142,0.0,0.0,0.0,0.0,0.07142857142857142,1.6428571428571428,0.0,[]
9,,Mon Nov 20 14:39:37 EST 2023,RunF23A5Tests.java,1700509177563,7146,7146,(I)25,100.0,0.0,0.0,0.0,0.0,0.0,3.5714285714285716,0.0,0.0,0.0,0.0,0.0,3.5714285714285716,0.0,[]
10,,Mon Nov 20 14:39:44 EST 2023,RunF23A5Tests.java,1700509184715,12854,0,(I)5(D)2(F)1(D)5,38.46153846153847,53.84615384615385,0.0,7.6923076923076925,0.0,0.0,1.0833333333333333,0.0,0.5833333333333334,0.08333333333333333,0.0,0.0,0.4166666666666667,0.0,[]
11,,Mon Nov 20 14:39:57 EST 2023,RunF23A5Tests.java,1700509197644,56169,0,(D)5(F)1(I)1(F)2,11.11111111111111,55.55555555555556,0.0,33.33333333333333,0.0,0.0,0.16071428571428573,0.0,0.08928571428571429,0.05357142857142857,0.0,0.0,0.017857142857142856,0.0,[]
12,,Mon Nov 20 14:40:56 EST 2023,RunF23A5Tests.java,1700509256270,38771,0,(D)2(F)1(D)8,0.0,90.9090909090909,0.0,9.090909090909092,0.0,0.0,0.2894736842105263,0.0,0.2631578947368421,0.02631578947368421,0.0,0.0,0.0,0.0,[]
13,,Mon Nov 20 14:41:35 EST 2023,BasicExpressionImpl.java,1700509295044,26848,0,(D)1(F)1(I)21,91.30434782608695,4.3478260869565215,0.0,4.3478260869565215,0.0,0.0,0.8846153846153846,0.0,0.038461538461538464,0.038461538461538464,0.0,0.0,0.8076923076923077,0.0,[]
