Id,Prediction,Date,File,StartTime,ElapsedTime,BusyTime,Commands,editOrInsertPercentage,debugPercentage,navigationPercentage,focusPercentage,removePercentage,editPercentage,COMMAND_RATE,NAVIGATION_RATE,DEBUG_RATE,FOCUS_RATE,EDIT_RATE,REMOVE_RATE,INSERT_RATE,webLinkTimes,Web Page Visits
1,,Tue Dec 05 15:11:26 EST 2023,FuncallEvaluator.java,1701807086848,99491,0,(I)4(F)2(I)6(F)2(I)4(R)1(I)6,80.0,0.0,0.0,16.0,4.0,0.0,0.25252525252525254,0.0,0.0,0.04040404040404041,0.0,0.010101010101010102,0.20202020202020202,0.0,[]
,/modelData/A0UserStudy2010.arff,Tue Dec 05 15:11:26 EST 2023,FuncallEvaluator.java, 1701807086848
2,,Tue Dec 05 15:13:06 EST 2023,FuncallEvaluator.java,1701807186405,4313,4313,(I)3(R)9(I)1(R)1(I)1(R)2(I)6(R)1,45.83333333333333,0.0,0.0,0.0,54.166666666666664,0.0,6.0,0.0,0.0,0.0,0.0,3.25,2.75,0.0,[]
3,,Tue Dec 05 15:13:10 EST 2023,FuncallEvaluator.java,1701807190872,2531,2531,(I)2(R)2(I)9(R)2(I)10,84.0,0.0,0.0,0.0,16.0,0.0,12.5,0.0,0.0,0.0,0.0,2.0,10.5,0.0,[]
4,,Tue Dec 05 15:13:13 EST 2023,FuncallEvaluator.java,1701807193457,28984,0,(I)11(D)1(F)2(I)1(F)2,70.58823529411765,5.88235294117647,0.0,23.52941176470588,0.0,0.0,0.6071428571428571,0.0,0.03571428571428571,0.14285714285714285,0.0,0.0,0.42857142857142855,0.0,[]
5,,Tue Dec 05 15:13:46 EST 2023,BasicExpressionEvaluatorImpl.java,1701807226629,-28279,-28279,(D)1(F)12(I)1(D)3(I)3,20.0,20.0,0.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,null,0.0,0.0,[]
6,,Tue Dec 05 15:14:47 EST 2023,BasicExpressionEvaluatorImpl.java,1701807287461,69737,0,(I)18(F)2,90.0,0.0,0.0,10.0,0.0,0.0,0.2898550724637681,0.0,0.0,0.028985507246376812,0.0,0.0,0.2608695652173913,0.0,[]
7,,Tue Dec 05 15:15:46 EST 2023,ClassRegistryImpl.java,1701807346775,65784,0,(I)20,100.0,0.0,0.0,0.0,0.0,0.0,0.3076923076923077,0.0,0.0,0.0,0.0,0.0,0.3076923076923077,0.0,[]
8,,Tue Dec 05 15:16:53 EST 2023,ClassRegistryImpl.java,1701807413002,43543,0,(I)10(F)2(I)8(F)2(I)3,84.0,0.0,0.0,16.0,0.0,0.0,0.5813953488372093,0.0,0.0,0.09302325581395349,0.0,0.0,0.4883720930232558,0.0,[]
9,,Tue Dec 05 15:17:36 EST 2023,BasicExpressionEvaluatorImpl.java,1701807456692,103374,0,(I)1(F)2(I)21,91.66666666666666,0.0,0.0,8.333333333333332,0.0,0.0,0.23300970873786409,0.0,0.0,0.019417475728155338,0.0,0.0,0.21359223300970873,0.0,[]
10,,Tue Dec 05 15:19:20 EST 2023,LambdaEvaluator.java,1701807560198,79834,0,(I)7(F)2(I)3(F)2(I)1(F)2(I)5,72.72727272727273,0.0,0.0,27.27272727272727,0.0,0.0,0.27848101265822783,0.0,0.0,0.0759493670886076,0.0,0.0,0.20253164556962025,0.0,[]
11,,Tue Dec 05 15:20:40 EST 2023,FuncallEvaluator.java,1701807640526,24858,0,(I)4(D)1(F)2(I)8,80.0,6.666666666666667,0.0,13.333333333333334,0.0,0.0,0.625,0.0,0.041666666666666664,0.08333333333333333,0.0,0.0,0.5,0.0,[]
12,,Tue Dec 05 15:21:05 EST 2023,FuncallEvaluator.java,1701807665972,17417,0,(I)4(D)1(F)2(I)1(D)1(I)3,66.66666666666666,16.666666666666664,0.0,16.666666666666664,0.0,0.0,0.7058823529411765,0.0,0.11764705882352941,0.11764705882352941,0.0,0.0,0.47058823529411764,0.0,[]
13,,Tue Dec 05 15:21:24 EST 2023,FuncallEvaluator.java,1701807684121,51299,0,(I)1(D)6(F)2(I)1,20.0,60.0,0.0,20.0,0.0,0.0,0.19607843137254902,0.0,0.11764705882352941,0.0392156862745098,0.0,0.0,0.0392156862745098,0.0,[]
14,,Tue Dec 05 15:22:15 EST 2023,FuncallEvaluator.java,1701807735420,313833,0,(D)1(I)9(F)2(D)1,69.23076923076923,15.384615384615385,0.0,15.384615384615385,0.0,0.0,0.04153354632587859,0.0,0.006389776357827476,0.006389776357827476,0.0,0.0,0.02875399361022364,0.0,[]
15,,Tue Dec 05 15:27:30 EST 2023,FuncallEvaluator.java,1701808050922,42505,0,(F)2(I)1(F)1(I)1(F)1(I)1(F)4(I)2,38.46153846153847,0.0,0.0,61.53846153846154,0.0,0.0,0.30952380952380953,0.0,0.0,0.19047619047619047,0.0,0.0,0.11904761904761904,0.0,[]
16,,Tue Dec 05 15:28:13 EST 2023,FuncallEvaluator.java,1701808093935,157992,0,(I)13(F)2(D)1(F)2(I)1,73.68421052631578,5.263157894736842,0.0,21.052631578947366,0.0,0.0,0.12101910828025478,0.0,0.006369426751592357,0.025477707006369428,0.0,0.0,0.08917197452229299,0.0,[]
17,,Tue Dec 05 15:30:55 EST 2023,FuncallEvaluator.java,1701808255389,124086,0,(D)4(I)1(F)2(I)4,45.45454545454545,36.36363636363637,0.0,18.181818181818183,0.0,0.0,0.08870967741935484,0.0,0.03225806451612903,0.016129032258064516,0.0,0.0,0.04032258064516129,0.0,[]
18,,Tue Dec 05 15:32:59 EST 2023,FuncallEvaluator.java,1701808379600,278014,0,(I)3(F)4(I)2(F)12(D)1,22.727272727272727,4.545454545454546,0.0,72.72727272727273,0.0,0.0,0.07913669064748201,0.0,0.0035971223021582736,0.05755395683453238,0.0,0.0,0.017985611510791366,0.0,[]
19,,Tue Dec 05 15:37:37 EST 2023,FuncallEvaluator.java,1701808657769,41122,0,(D)2(F)4(I)1(D)1(F)2(I)1(D)1(I)1,23.076923076923077,30.76923076923077,0.0,46.15384615384615,0.0,0.0,0.3170731707317073,0.0,0.0975609756097561,0.14634146341463414,0.0,0.0,0.07317073170731707,0.0,[]
20,,Tue Dec 05 15:38:21 EST 2023,FuncallEvaluator.java,1701808701048,112513,0,(F)2(I)20(F)1,86.95652173913044,0.0,0.0,13.043478260869565,0.0,0.0,0.20535714285714285,0.0,0.0,0.026785714285714284,0.0,0.0,0.17857142857142858,0.0,[]
21,,Tue Dec 05 15:42:44 EST 2023,BasicExpressionEvaluatorImpl.java,1701808964319,88708,0,(F)1(D)1(F)2(I)1(D)1(F)2(I)2(F)6,18.75,12.5,0.0,68.75,0.0,0.0,0.18181818181818182,0.0,0.022727272727272728,0.125,0.0,0.0,0.03409090909090909,0.0,[]
22,,Tue Dec 05 15:44:14 EST 2023,BasicExpressionEvaluatorImpl.java,1701809054371,76484,0,(I)16,100.0,0.0,0.0,0.0,0.0,0.0,0.21052631578947367,0.0,0.0,0.0,0.0,0.0,0.21052631578947367,0.0,[]
23,,Tue Dec 05 15:45:30 EST 2023,BasicExpressionEvaluatorImpl.java,1701809130915,74498,0,(I)2(F)2(I)1(D)1(F)2(D)1(F)2(I)5,50.0,12.5,0.0,37.5,0.0,0.0,0.21621621621621623,0.0,0.02702702702702703,0.08108108108108109,0.0,0.0,0.10810810810810811,0.0,[]
24,,Tue Dec 05 15:46:45 EST 2023,BasicExpressionEvaluatorImpl.java,1701809205413,29423,0,(I)24,100.0,0.0,0.0,0.0,0.0,0.0,0.8275862068965517,0.0,0.0,0.0,0.0,0.0,0.8275862068965517,0.0,[]
25,,Tue Dec 05 15:47:15 EST 2023,BasicExpressionEvaluatorImpl.java,1701809235328,31118,0,(I)6(D)1(I)1(D)1(I)7,87.5,12.5,0.0,0.0,0.0,0.0,0.5161290322580645,0.0,0.06451612903225806,0.0,0.0,0.0,0.45161290322580644,0.0,[]
26,,Tue Dec 05 15:47:48 EST 2023,BasicExpressionEvaluatorImpl.java,1701809268473,14755,0,(I)6(R)2(D)1(I)1(D)1(I)2(R)2(I)1,62.5,12.5,0.0,0.0,25.0,0.0,1.1428571428571428,0.0,0.14285714285714285,0.0,0.0,0.2857142857142857,0.7142857142857143,0.0,[]
27,,Tue Dec 05 15:48:03 EST 2023,BasicExpressionEvaluatorImpl.java,1701809283228,30286,0,(I)1(D)1(I)17,94.73684210526315,5.263157894736842,0.0,0.0,0.0,0.0,0.6333333333333333,0.0,0.03333333333333333,0.0,0.0,0.0,0.6,0.0,[]
28,,Tue Dec 05 15:48:33 EST 2023,BasicExpressionEvaluatorImpl.java,1701809313613,13429,0,(I)10(D)1(I)3(R)2(I)1,82.35294117647058,5.88235294117647,0.0,0.0,11.76470588235294,0.0,1.3076923076923077,0.0,0.07692307692307693,0.0,0.0,0.15384615384615385,1.0769230769230769,0.0,[]
29,,Tue Dec 05 15:48:47 EST 2023,BasicExpressionEvaluatorImpl.java,1701809327042,38678,0,(I)1(D)1(I)1(F)4(D)1(I)9,64.70588235294117,11.76470588235294,0.0,23.52941176470588,0.0,0.0,0.4473684210526316,0.0,0.05263157894736842,0.10526315789473684,0.0,0.0,0.2894736842105263,0.0,[]
