Id,Prediction,Date,File,StartTime,ElapsedTime,BusyTime,Commands,editOrInsertPercentage,debugPercentage,navigationPercentage,focusPercentage,removePercentage,editPercentage,COMMAND_RATE,NAVIGATION_RATE,DEBUG_RATE,FOCUS_RATE,EDIT_RATE,REMOVE_RATE,INSERT_RATE,webLinkTimes,Web Page Visits
1,,Mon Nov 20 16:48:02 EST 2023,BasicExpressionImpl.java,1700516882008,8123,8123,(R)1(I)1(R)1(I)1(R)2(I)13,78.94736842105263,0.0,0.0,0.0,21.052631578947366,0.0,2.375,0.0,0.0,0.0,0.0,0.5,1.875,0.0,[]
,/modelData/A0UserStudy2010.arff,Mon Nov 20 16:48:02 EST 2023,BasicExpressionImpl.java, 1700516882008
2,,Mon Nov 20 16:48:10 EST 2023,RunF23A5Tests.java,1700516890912,100813,0,(I)2(F)7(I)2(F)1(I)3(R)2(I)2,47.368421052631575,0.0,0.0,42.10526315789473,10.526315789473683,0.0,0.19,0.0,0.0,0.08,0.0,0.02,0.09,0.0,[]
3,,Mon Nov 20 16:49:51 EST 2023,BasicExpressionImpl.java,1700516991827,42717,0,(I)1(D)2(F)1(D)2(F)1(I)7,57.14285714285714,28.57142857142857,0.0,14.285714285714285,0.0,0.0,0.3333333333333333,0.0,0.09523809523809523,0.047619047619047616,0.0,0.0,0.19047619047619047,0.0,[]
4,,Mon Nov 20 16:50:34 EST 2023,BasicExpressionImpl.java,1700517034794,7912,7912,(R)9(I)1(R)6(I)1(R)3(I)2,18.181818181818183,0.0,0.0,0.0,81.81818181818183,0.0,3.142857142857143,0.0,0.0,0.0,0.0,2.5714285714285716,0.5714285714285714,0.0,[]
5,,Mon Nov 20 16:50:42 EST 2023,BasicExpressionImpl.java,1700517042710,9074,9074,(I)4(R)2(I)8(R)2(I)5(R)2,73.91304347826086,0.0,0.0,0.0,26.08695652173913,0.0,2.5555555555555554,0.0,0.0,0.0,0.0,0.6666666666666666,1.8888888888888888,0.0,[]
6,,Mon Nov 20 16:50:51 EST 2023,RunF23A5Tests.java,1700517051941,10732,0,(R)1(I)3(F)2(I)1(D)2(F)1,40.0,20.0,0.0,30.0,10.0,0.0,1.0,0.0,0.2,0.3,0.0,0.1,0.4,0.0,[]
7,,Mon Nov 20 16:51:02 EST 2023,BasicExpressionImpl.java,1700517062675,37969,0,(D)1(F)1(I)2(R)1(I)1(R)1(I)16,82.6086956521739,4.3478260869565215,0.0,4.3478260869565215,8.695652173913043,0.0,0.6216216216216216,0.0,0.02702702702702703,0.02702702702702703,0.0,0.05405405405405406,0.5135135135135135,0.0,[]
8,,Mon Nov 20 16:51:40 EST 2023,BasicExpressionImpl.java,1700517100798,24671,0,(I)1(F)4(I)19(F)1,80.0,0.0,0.0,20.0,0.0,0.0,1.0416666666666667,0.0,0.0,0.20833333333333334,0.0,0.0,0.8333333333333334,0.0,[]
9,,Mon Nov 20 16:52:06 EST 2023,BasicExpressionImpl.java,1700517126129,494070,0,(F)3(I)1(F)10(I)6,35.0,0.0,0.0,65.0,0.0,0.0,0.04048582995951417,0.0,0.0,0.02631578947368421,0.0,0.0,0.01417004048582996,0.0,[]
10,,Mon Nov 20 17:00:21 EST 2023,BasicExpressionImpl.java,1700517621181,35953,0,(I)25,100.0,0.0,0.0,0.0,0.0,0.0,0.7142857142857143,0.0,0.0,0.0,0.0,0.0,0.7142857142857143,0.0,[]
11,,Mon Nov 20 17:01:06 EST 2023,BasicExpressionImpl.java,1700517666697,84450,0,(F)8(I)2(F)15,8.0,0.0,0.0,92.0,0.0,0.0,0.2976190476190476,0.0,0.0,0.27380952380952384,0.0,0.0,0.023809523809523808,0.0,[]
12,,Mon Nov 20 17:02:35 EST 2023,RunF23A5Tests.java,1700517755313,12279,0,(F)1(I)1(R)2(I)12,81.25,0.0,0.0,6.25,12.5,0.0,1.3333333333333333,0.0,0.0,0.08333333333333333,0.0,0.16666666666666666,1.0833333333333333,0.0,[]
13,,Mon Nov 20 17:02:47 EST 2023,RunF23A5Tests.java,1700517767596,9000,9000,(I)7(D)2(F)1(D)1,63.63636363636363,27.27272727272727,0.0,9.090909090909092,0.0,0.0,1.2222222222222223,0.0,0.3333333333333333,0.1111111111111111,0.0,0.0,0.7777777777777778,0.0,[]
14,,Mon Nov 20 17:02:56 EST 2023,BasicExpressionImpl.java,1700517776599,33891,0,(D)1(F)3(I)7(F)10(I)2,39.130434782608695,4.3478260869565215,0.0,56.52173913043478,0.0,0.0,0.696969696969697,0.0,0.030303030303030304,0.3939393939393939,0.0,0.0,0.2727272727272727,0.0,[]
15,,Mon Nov 20 17:03:32 EST 2023,BasicExpressionImpl.java,1700517812239,71779,0,(I)1(F)2(I)1(F)2(I)2(F)17,16.0,0.0,0.0,84.0,0.0,0.0,0.352112676056338,0.0,0.0,0.29577464788732394,0.0,0.0,0.056338028169014086,0.0,[]
16,,Mon Nov 20 17:04:49 EST 2023,BasicExpressionImpl.java,1700517889740,83516,0,(F)1(I)1(F)8(I)1(R)1(I)1(R)6(I)4,30.434782608695656,0.0,0.0,39.130434782608695,30.434782608695656,0.0,0.27710843373493976,0.0,0.0,0.10843373493975904,0.0,0.08433734939759036,0.08433734939759036,0.0,[]
17,,Mon Nov 20 17:06:13 EST 2023,BasicExpressionImpl.java,1700517973965,7357,7357,(I)5(R)2(I)2(R)1(I)6(R)1(I)2(R)1,75.0,0.0,0.0,0.0,25.0,0.0,2.857142857142857,0.0,0.0,0.0,0.0,0.7142857142857143,2.142857142857143,0.0,[]
18,,Mon Nov 20 17:06:21 EST 2023,RunF23A5Tests.java,1700517981433,13527,0,(I)1(R)4(I)6(F)2(I)1(D)2,50.0,12.5,0.0,12.5,25.0,0.0,1.2307692307692308,0.0,0.15384615384615385,0.15384615384615385,0.0,0.3076923076923077,0.6153846153846154,0.0,[]
19,,Mon Nov 20 17:06:35 EST 2023,BasicExpressionImpl.java,1700517995251,-3039,-3039,(F)1(D)1(F)1(I)2(R)2(I)1(R)1(I)1,40.0,10.0,0.0,20.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,null,0.0,0.0,[]
20,,Mon Nov 20 17:06:39 EST 2023,RunF23A5Tests.java,1700517999528,20482,0,(R)1(I)8(D)2(F)1,66.66666666666666,16.666666666666664,0.0,8.333333333333332,8.333333333333332,0.0,0.6,0.0,0.1,0.05,0.0,0.05,0.4,0.0,[]
21,,Mon Nov 20 17:07:00 EST 2023,BasicExpressionImpl.java,1700518020011,66165,0,(D)2(F)1(I)3(R)1(I)1(R)1(I)2(F)8,31.57894736842105,10.526315789473683,0.0,47.368421052631575,10.526315789473683,0.0,0.2878787878787879,0.0,0.030303030303030304,0.13636363636363635,0.0,0.030303030303030304,0.09090909090909091,0.0,[]
22,,Mon Nov 20 17:08:06 EST 2023,BasicExpressionImpl.java,1700518086689,52897,0,(F)12(R)2(I)7,33.33333333333333,0.0,0.0,57.14285714285714,9.523809523809524,0.0,0.40384615384615385,0.0,0.0,0.23076923076923078,0.0,0.038461538461538464,0.1346153846153846,0.0,[]
23,,Mon Nov 20 17:09:03 EST 2023,RunF23A5Tests.java,1700518143811,10181,0,(I)8(D)2(F)1,72.72727272727273,18.181818181818183,0.0,9.090909090909092,0.0,0.0,1.1,0.0,0.2,0.1,0.0,0.0,0.8,0.0,[]
24,,Mon Nov 20 17:09:13 EST 2023,BasicExpressionImpl.java,1700518153994,121003,0,(D)1(F)1(I)2(F)10(I)7,42.857142857142854,4.761904761904762,0.0,52.38095238095239,0.0,0.0,0.17355371900826447,0.0,0.008264462809917356,0.09090909090909091,0.0,0.0,0.0743801652892562,0.0,[]
25,,Mon Nov 20 17:11:15 EST 2023,BasicExpressionImpl.java,1700518275462,106776,0,(I)18(F)2(I)5,92.0,0.0,0.0,8.0,0.0,0.0,0.2358490566037736,0.0,0.0,0.018867924528301886,0.0,0.0,0.2169811320754717,0.0,[]
26,,Mon Nov 20 17:13:02 EST 2023,RunF23A5Tests.java,1700518382350,26665,0,(I)17(F)1,94.44444444444444,0.0,0.0,5.555555555555555,0.0,0.0,0.6923076923076923,0.0,0.0,0.038461538461538464,0.0,0.0,0.6538461538461539,0.0,[]
27,,Mon Nov 20 17:13:29 EST 2023,RunF23A5Tests.java,1700518409592,14322,0,(F)1(I)1(D)2(F)1(D)2(F)1,12.5,50.0,0.0,37.5,0.0,0.0,0.5714285714285714,0.0,0.2857142857142857,0.21428571428571427,0.0,0.0,0.07142857142857142,0.0,[]
28,,Mon Nov 20 17:13:43 EST 2023,index.java,1700518423979,181849,0,(I)1(F)2(I)9(F)4(I)1,64.70588235294117,0.0,0.0,35.294117647058826,0.0,0.0,0.09392265193370165,0.0,0.0,0.03314917127071823,0.0,0.0,0.06077348066298342,0.0,[]
29,,Mon Nov 20 17:16:48 EST 2023,BasicExpressionImpl.java,1700518608700,48754,0,(D)2(F)2(I)1(F)2(I)1(F)4(I)5,41.17647058823529,11.76470588235294,0.0,47.05882352941176,0.0,0.0,0.3541666666666667,0.0,0.041666666666666664,0.16666666666666666,0.0,0.0,0.14583333333333334,0.0,[]
30,,Mon Nov 20 17:17:38 EST 2023,RunF23A5Tests.java,1700518658167,16160,0,(I)15(D)2(F)1,83.33333333333334,11.11111111111111,0.0,5.555555555555555,0.0,0.0,1.125,0.0,0.125,0.0625,0.0,0.0,0.9375,0.0,[]
31,,Mon Nov 20 17:17:54 EST 2023,index.java,1700518674328,17262,0,(D)1(F)1(I)2(D)2(F)2(I)1,33.33333333333333,33.33333333333333,0.0,33.33333333333333,0.0,0.0,0.5294117647058824,0.0,0.17647058823529413,0.17647058823529413,0.0,0.0,0.17647058823529413,0.0,[]
32,,Mon Nov 20 17:18:11 EST 2023,index.java,1700518691938,35346,0,(F)2(I)1(F)2(I)1(F)8(I)1(F)2(I)1(F)2,20.0,0.0,0.0,80.0,0.0,0.0,0.5714285714285714,0.0,0.0,0.45714285714285713,0.0,0.0,0.11428571428571428,0.0,[]
33,,Mon Nov 20 17:18:47 EST 2023,index.java,1700518727454,86402,0,(I)1(F)4(I)1(F)2(I)1(F)2(I)1(F)4(I)1(F)2(I)1,30.0,0.0,0.0,70.0,0.0,0.0,0.23255813953488372,0.0,0.0,0.16279069767441862,0.0,0.0,0.06976744186046512,0.0,[]
34,,Mon Nov 20 17:20:14 EST 2023,BasicExpressionImpl.java,1700518814094,13966500,0,(F)2(I)1(D)1(F)6(I)1(F)4(I)3,27.77777777777778,5.555555555555555,0.0,66.66666666666666,0.0,0.0,0.0012888443362451668,0.0,7.160246312473149E-5,8.592295574967779E-4,0.0,0.0,3.5801231562365747E-4,0.0,[]
35,,Mon Nov 20 21:13:00 EST 2023,index.java,1700532780880,747563,0,(I)11(F)2(I)3(D)1,82.35294117647058,5.88235294117647,0.0,11.76470588235294,0.0,0.0,0.022757697456492636,0.0,0.0013386880856760374,0.002677376171352075,0.0,0.0,0.018741633199464525,0.0,[]
36,,Mon Nov 20 21:25:28 EST 2023,BasicExpressionImpl.java,1700533528443,-3308,-3308,(D)1(F)2(I)1(D)1(F)2(I)1(D)2(I)1(D)1(I)1(F)3,25.0,31.25,0.0,43.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,null,0.0,0.0,[]
37,,Mon Nov 20 21:57:04 EST 2023,RunF23A5Tests.java,1700535424262,103492,0,(F)1(I)5(F)2(I)2(D)2(F)3,46.666666666666664,13.333333333333334,0.0,40.0,0.0,0.0,0.14563106796116504,0.0,0.019417475728155338,0.05825242718446602,0.0,0.0,0.06796116504854369,0.0,[]
38,,Mon Nov 20 21:58:47 EST 2023,RunF23A5Tests.java,1700535527770,184777,0,(D)1(F)3(I)1(F)6,9.090909090909092,9.090909090909092,0.0,81.81818181818183,0.0,0.0,0.059782608695652176,0.0,0.005434782608695652,0.04891304347826087,0.0,0.0,0.005434782608695652,0.0,[]
39,,Mon Nov 20 22:01:53 EST 2023,OperationRegistererImpl.java,1700535713123,113883,0,(F)13(I)1(F)1(I)1(F)2(I)4,27.27272727272727,0.0,0.0,72.72727272727273,0.0,0.0,0.19469026548672566,0.0,0.0,0.1415929203539823,0.0,0.0,0.05309734513274336,0.0,[]
40,,Mon Nov 20 22:03:47 EST 2023,OperationRegistererImpl.java,1700535827084,3442,3442,(I)6(R)3(I)7(R)1(I)1(R)1(I)1,75.0,0.0,0.0,0.0,25.0,0.0,6.666666666666667,0.0,0.0,0.0,0.0,1.6666666666666667,5.0,0.0,[]
41,,Mon Nov 20 22:03:50 EST 2023,OperationRegistererImpl.java,1700535830677,9371,9371,(I)20(F)2(I)3,92.0,0.0,0.0,8.0,0.0,0.0,2.7777777777777777,0.0,0.0,0.2222222222222222,0.0,0.0,2.5555555555555554,0.0,[]
42,,Mon Nov 20 22:04:00 EST 2023,OperationRegistererImpl.java,1700535840383,38600,0,(I)8(F)4(I)1(F)2(I)8,73.91304347826086,0.0,0.0,26.08695652173913,0.0,0.0,0.6052631578947368,0.0,0.0,0.15789473684210525,0.0,0.0,0.4473684210526316,0.0,[]
43,,Mon Nov 20 22:04:39 EST 2023,OperationRegistererImpl.java,1700535879126,14462,0,(I)1(F)4(I)15(R I)3(I)1(F)1,80.0,0.0,0.0,20.0,12.0,0.0,1.7857142857142858,0.0,0.0,0.35714285714285715,0.0,0.21428571428571427,1.4285714285714286,0.0,[]
44,,Mon Nov 20 22:04:54 EST 2023,OperationRegistererImpl.java,1700535894251,23631,0,(F)5(I)7(R)1(I)12,76.0,0.0,0.0,20.0,4.0,0.0,1.0869565217391304,0.0,0.0,0.21739130434782608,0.0,0.043478260869565216,0.8260869565217391,0.0,[]
45,,Mon Nov 20 22:05:18 EST 2023,quoteEvaluator.java,1700535918173,44263,0,(F)2(I)2(F)2(I)6(F)1(I)2(F)1(I)5,71.42857142857143,0.0,0.0,28.57142857142857,0.0,0.0,0.4772727272727273,0.0,0.0,0.13636363636363635,0.0,0.0,0.3409090909090909,0.0,[]
46,,Mon Nov 20 22:06:03 EST 2023,quoteEvaluator.java,1700535963069,6479,6479,(I)25,100.0,0.0,0.0,0.0,0.0,0.0,4.166666666666667,0.0,0.0,0.0,0.0,0.0,4.166666666666667,0.0,[]
47,,Mon Nov 20 22:06:09 EST 2023,quoteEvaluator.java,1700535969636,8194,8194,(I)9(R)4(I)8(F)2(I)2,76.0,0.0,0.0,8.0,16.0,0.0,3.125,0.0,0.0,0.25,0.0,0.5,2.375,0.0,[]
48,,Mon Nov 20 22:06:18 EST 2023,quoteEvaluator.java,1700535978450,23206,0,(I)20(F)2(I)3,92.0,0.0,0.0,8.0,0.0,0.0,1.0869565217391304,0.0,0.0,0.08695652173913043,0.0,0.0,1.0,0.0,[]
49,,Mon Nov 20 22:06:42 EST 2023,OperationRegistererImpl.java,1700536002113,-29082,-29082,(I)18(F)1(I)3,95.45454545454545,0.0,0.0,4.545454545454546,0.0,0.0,0.0,0.0,0.0,0.0,0.0,null,0.0,0.0,[]
50,,Mon Nov 20 22:06:13 EST 2023,OperationRegistererImpl.java,1700535973652,48837,0,(R)1(I)4(F)1(I)4(R)1(I)2(R)1(I)5,78.94736842105263,0.0,0.0,5.263157894736842,15.789473684210526,0.0,0.3958333333333333,0.0,0.0,0.020833333333333332,0.0,0.0625,0.3125,0.0,[]
51,,Mon Nov 20 22:07:02 EST 2023,OperationRegistererImpl.java,1700536022564,10861,0,(I)16(R)1(I)1(R)1(I)6,92.0,0.0,0.0,0.0,8.0,0.0,2.5,0.0,0.0,0.0,0.0,0.2,2.3,0.0,[]
52,,Mon Nov 20 22:07:14 EST 2023,RunF23A5Tests.java,1700536034554,-12068,-12068,(I)2(R)3(I)5(F)2(I)3(F)6(I)1,50.0,0.0,0.0,36.36363636363637,13.636363636363635,0.0,0.0,0.0,0.0,0.0,0.0,null,0.0,0.0,[]
53,,Mon Nov 20 22:07:02 EST 2023,OperationRegistererImpl.java,1700536022562,52642,0,(I)1(R)1(I)1(R)1(I)1(R)1(I)2(R)1(I)9,77.77777777777779,0.0,0.0,0.0,22.22222222222222,0.0,0.34615384615384615,0.0,0.0,0.0,0.0,0.07692307692307693,0.2692307692307692,0.0,[]
54,,Mon Nov 20 22:07:55 EST 2023,index.java,1700536075204,24915,0,(I)11(R)5(I)4,75.0,0.0,0.0,0.0,25.0,0.0,0.8333333333333334,0.0,0.0,0.0,0.0,0.20833333333333334,0.625,0.0,[]
55,,Mon Nov 20 22:08:20 EST 2023,index.java,1700536100511,5635,5635,(I)25,100.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,[]
56,,Mon Nov 20 22:08:26 EST 2023,index.java,1700536106146,11273,0,(I)20,100.0,0.0,0.0,0.0,0.0,0.0,1.8181818181818181,0.0,0.0,0.0,0.0,0.0,1.8181818181818181,0.0,[]
57,,Mon Nov 20 22:08:37 EST 2023,index.java,1700536117907,7365,7365,(I)16(R)2(I)7,92.0,0.0,0.0,0.0,8.0,0.0,3.5714285714285716,0.0,0.0,0.0,0.0,0.2857142857142857,3.2857142857142856,0.0,[]
58,,Mon Nov 20 22:08:45 EST 2023,ClassRegistryImpl.java,1700536125273,16333,0,(I)14(R)1(I)6,95.23809523809523,0.0,0.0,0.0,4.761904761904762,0.0,1.3125,0.0,0.0,0.0,0.0,0.0625,1.25,0.0,[]
