Id,Prediction,Date,File,StartTime,ElapsedTime,BusyTime,Commands,editOrInsertPercentage,debugPercentage,navigationPercentage,focusPercentage,removePercentage,editPercentage,COMMAND_RATE,NAVIGATION_RATE,DEBUG_RATE,FOCUS_RATE,EDIT_RATE,REMOVE_RATE,INSERT_RATE,webLinkTimes,Web Page Visits
1,,Mon Nov 20 12:54:32 EST 2023,main.java,1700502872658,7165,7165,(I)16(R)1(I)7,95.83333333333334,0.0,0.0,0.0,4.166666666666666,0.0,3.4285714285714284,0.0,0.0,0.0,0.0,0.14285714285714285,3.2857142857142856,0.0,[]
,/modelData/A0UserStudy2010.arff,Mon Nov 20 12:54:32 EST 2023,main.java, 1700502872658
2,,Mon Nov 20 12:54:42 EST 2023,main.java,1700502882045,13156,0,(I)2(R)1(I)9(R)1(I)1(D)3,70.58823529411765,17.647058823529413,0.0,0.0,11.76470588235294,0.0,1.3076923076923077,0.0,0.23076923076923078,0.0,0.0,0.15384615384615385,0.9230769230769231,0.0,[]
3,,Mon Nov 20 12:54:55 EST 2023,main.java,1700502895205,-4124,-4124,(F)2(I)11(R)1(I)2(R)1(I)2(R)1,75.0,0.0,0.0,10.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,null,0.0,0.0,[]
4,,Mon Nov 20 12:55:13 EST 2023,main.java,1700502913801,24106,0,(I)3(R)1(I)1(R)1(I)16,90.9090909090909,0.0,0.0,0.0,9.090909090909092,0.0,0.9166666666666666,0.0,0.0,0.0,0.0,0.08333333333333333,0.8333333333333334,0.0,[]
5,,Mon Nov 20 12:55:38 EST 2023,main.java,1700502938109,59775,0,(R)1(F)1(I)2(R)1(F)1(I)7(D)3(I)1,58.82352941176471,17.647058823529413,0.0,11.76470588235294,11.76470588235294,0.0,0.288135593220339,0.0,0.05084745762711865,0.03389830508474576,0.0,0.03389830508474576,0.1694915254237288,0.0,[]
6,,Mon Nov 20 12:56:49 EST 2023,main.java,1700503009492,32818,0,(I)6(F)8(I)4(F)4,45.45454545454545,0.0,0.0,54.54545454545454,0.0,0.0,0.6875,0.0,0.0,0.375,0.0,0.0,0.3125,0.0,[]
7,,Mon Nov 20 12:57:23 EST 2023,main.java,1700503043389,25370,0,(I)1(F)2(I)2(R)1(I)2(R)2(I)6(R)4(I)4(R)1,60.0,0.0,0.0,8.0,32.0,0.0,1.0,0.0,0.0,0.08,0.0,0.32,0.6,0.0,[]
8,,Mon Nov 20 12:57:48 EST 2023,main.java,1700503068898,71317,0,(R)3(I)10(F)4(I)3,65.0,0.0,0.0,20.0,15.0,0.0,0.28169014084507044,0.0,0.0,0.056338028169014086,0.0,0.04225352112676056,0.18309859154929578,0.0,[]
9,,Mon Nov 20 12:59:00 EST 2023,main.java,1700503140215,42875,0,(I)1(D)3(I)6(F)2(I)4(D)2(F)4,50.0,22.727272727272727,0.0,27.27272727272727,0.0,0.0,0.5238095238095238,0.0,0.11904761904761904,0.14285714285714285,0.0,0.0,0.2619047619047619,0.0,[]
10,,Mon Nov 20 12:59:43 EST 2023,ClassRegistry.java,1700503183613,88443,0,(I)1(F)2(I)2(F)1(I)1(F)1(I)1(R)1(I)4,64.28571428571429,0.0,0.0,28.57142857142857,7.142857142857142,0.0,0.1590909090909091,0.0,0.0,0.045454545454545456,0.0,0.011363636363636364,0.10227272727272728,0.0,[]
11,,Mon Nov 20 13:01:12 EST 2023,ClassRegistry.java,1700503272544,4937,4937,(I)25,100.0,0.0,0.0,0.0,0.0,0.0,6.25,0.0,0.0,0.0,0.0,0.0,6.25,0.0,[]
12,,Mon Nov 20 13:01:18 EST 2023,ClassRegistry.java,1700503278118,29343,0,(I)6(F)2(I)4(R)5(I)4(R)2,60.86956521739131,0.0,0.0,8.695652173913043,30.434782608695656,0.0,0.7931034482758621,0.0,0.0,0.06896551724137931,0.0,0.2413793103448276,0.4827586206896552,0.0,[]
13,,Mon Nov 20 13:01:47 EST 2023,ClassRegistry.java,1700503307580,43431,0,(R)3(I)1(F)2(I)3(F)4(I)2(F)2(I)8,56.00000000000001,0.0,0.0,32.0,12.0,0.0,0.5813953488372093,0.0,0.0,0.18604651162790697,0.0,0.06976744186046512,0.32558139534883723,0.0,[]
14,,Mon Nov 20 13:02:31 EST 2023,ClassRegistryClass.java,1700503351087,41456,0,(I)8(F)3(I)1(F)1(I)3(F)2(I)1,68.42105263157895,0.0,0.0,31.57894736842105,0.0,0.0,0.4634146341463415,0.0,0.0,0.14634146341463414,0.0,0.0,0.3170731707317073,0.0,[]
15,,Mon Nov 20 13:03:12 EST 2023,RunF23A5Tests.java,1700503392576,18294,0,(I)5(R)2(I)3(R)2(I)3(R)1(I)4,75.0,0.0,0.0,0.0,25.0,0.0,1.1111111111111112,0.0,0.0,0.0,0.0,0.2777777777777778,0.8333333333333334,0.0,[]
16,,Mon Nov 20 13:03:30 EST 2023,RunF23A5Tests.java,1700503410969,87541,0,(D)2(F)3(D)1(F)3(I)1(F)1,9.090909090909092,27.27272727272727,0.0,63.63636363636363,0.0,0.0,0.12643678160919541,0.0,0.034482758620689655,0.08045977011494253,0.0,0.0,0.011494252873563218,0.0,[]
17,,Mon Nov 20 13:05:56 EST 2023,ClassRegistryClass.java,1700503556207,407666,0,(F)2(I)1(R)1(I)1(F)1(I)8(R)4(I)6,66.66666666666666,0.0,0.0,12.5,20.833333333333336,0.0,0.05896805896805897,0.0,0.0,0.007371007371007371,0.0,0.012285012285012284,0.03931203931203931,0.0,[]
