Id,Prediction,Date,File,StartTime,ElapsedTime,BusyTime,Commands,editOrInsertPercentage,debugPercentage,navigationPercentage,focusPercentage,removePercentage,editPercentage,COMMAND_RATE,NAVIGATION_RATE,DEBUG_RATE,FOCUS_RATE,EDIT_RATE,REMOVE_RATE,INSERT_RATE,webLinkTimes,Web Page Visits
1,,Tue Nov 21 10:54:04 EST 2023,CondEvaluator.java,1700582044309,122729,0,(I)23,100.0,0.0,0.0,0.0,0.0,0.0,0.1885245901639344,0.0,0.0,0.0,0.0,0.0,0.1885245901639344,0.0,[]
,/modelData/A0UserStudy2010.arff,Tue Nov 21 10:54:04 EST 2023,CondEvaluator.java, 1700582044309
2,,Tue Nov 21 10:56:07 EST 2023,CondEvaluator.java,1700582167225,8340,8340,(I)5(F)4(D)1(F)1,45.45454545454545,9.090909090909092,0.0,45.45454545454545,0.0,0.0,1.375,0.0,0.125,0.625,0.0,0.0,0.625,0.0,[]
3,,Tue Nov 21 10:56:15 EST 2023,CondEvaluator.java,1700582175566,20538,0,(F)3,0.0,0.0,0.0,100.0,0.0,0.0,0.15,0.0,0.0,0.15,0.0,0.0,0.0,0.0,[]
4,,Tue Nov 21 10:56:36 EST 2023,CondEvaluator.java,1700582196467,101240,0,(F)8(I)2(F)4(I)10(F)1,48.0,0.0,0.0,52.0,0.0,0.0,0.24752475247524752,0.0,0.0,0.12871287128712872,0.0,0.0,0.1188118811881188,0.0,[]
5,,Tue Nov 21 10:58:19 EST 2023,CondEvaluator.java,1700582299233,22476,0,(F)1(I)24,96.0,0.0,0.0,4.0,0.0,0.0,1.1363636363636365,0.0,0.0,0.045454545454545456,0.0,0.0,1.0909090909090908,0.0,[]
6,,Tue Nov 21 10:58:43 EST 2023,CondEvaluator.java,1700582323456,14627,0,(I)17(F)4,80.95238095238095,0.0,0.0,19.047619047619047,0.0,0.0,1.5,0.0,0.0,0.2857142857142857,0.0,0.0,1.2142857142857142,0.0,[]
7,,Tue Nov 21 10:58:58 EST 2023,CondEvaluator.java,1700582338093,2775,2775,(D)1(F)1,0.0,50.0,0.0,50.0,0.0,0.0,1.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,[]
8,,Tue Nov 21 10:59:00 EST 2023,CondEvaluator.java,1700582340869,75954,0,(F)1(I)9(R)1(I)1(R)1(I)5,83.33333333333334,0.0,0.0,5.555555555555555,11.11111111111111,0.0,0.24,0.0,0.0,0.013333333333333334,0.0,0.02666666666666667,0.2,0.0,[]
9,,Tue Nov 21 11:00:17 EST 2023,CondEvaluator.java,1700582417764,12230,0,(I)1(F)2(D)1(F)1(D)1,16.666666666666664,33.33333333333333,0.0,50.0,0.0,0.0,0.5,0.0,0.16666666666666666,0.25,0.0,0.0,0.08333333333333333,0.0,[]
10,,Tue Nov 21 11:00:30 EST 2023,CondEvaluator.java,1700582430000,24799,0,(D)1(F)1(I)2(R)1(I)3(R)2(I)2(R)1(I)2(D)1(F)1,52.94117647058824,11.76470588235294,0.0,11.76470588235294,23.52941176470588,0.0,0.7083333333333334,0.0,0.08333333333333333,0.08333333333333333,0.0,0.16666666666666666,0.375,0.0,[]
11,,Wed Dec 31 19:00:00 EST 1969,CondEvaluator.java,0,-1,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,null,0.0,0.0,[]
12,,Tue Nov 21 11:00:56 EST 2023,CondEvaluator.java,1700582456555,21054,0,(I)1(R)1(I)3(R)1(I)1(R)1(I)2(F)1(I)1(R)1(R I)1(I)1(R)1(R I)1(I)1(R I)1,68.42105263157895,0.0,0.0,5.263157894736842,42.10526315789473,0.0,0.9047619047619048,0.0,0.0,0.047619047619047616,0.0,0.38095238095238093,0.6190476190476191,0.0,[]
