Id,Prediction,Date,File,StartTime,ElapsedTime,BusyTime,Commands,editOrInsertPercentage,debugPercentage,navigationPercentage,focusPercentage,removePercentage,editPercentage,COMMAND_RATE,NAVIGATION_RATE,DEBUG_RATE,FOCUS_RATE,EDIT_RATE,REMOVE_RATE,INSERT_RATE,webLinkTimes,Web Page Visits
1,,Wed Dec 31 19:00:00 EST 1969,RunF23A5Tests.java,0,-1,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,null,0.0,0.0,[]
,/modelData/A0UserStudy2010.arff,Wed Dec 31 19:00:00 EST 1969,RunF23A5Tests.java, 0
2,,Wed Dec 31 19:00:00 EST 1969,RunF23A5Tests.java,0,-1,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,null,0.0,0.0,[]
3,,Tue Nov 21 16:19:21 EST 2023,RunF23A5Tests.java,1700601561781,27847,0,(F)3(D)1(F)1,0.0,20.0,0.0,80.0,0.0,0.0,0.18518518518518517,0.0,0.037037037037037035,0.14814814814814814,0.0,0.0,0.0,0.0,[]
4,,Wed Dec 31 19:00:00 EST 1969,RunF23A5Tests.java,0,-1,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,null,0.0,0.0,[]
5,,Wed Dec 31 19:00:00 EST 1969,RunF23A5Tests.java,0,-1,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,null,0.0,0.0,[]
6,,Tue Nov 21 16:19:49 EST 2023,RunF23A5Tests.java,1700601589687,47834,0,(F)1(I)2(F)2(I)1(D)2(F)1,33.33333333333333,22.22222222222222,0.0,44.44444444444444,0.0,0.0,0.19148936170212766,0.0,0.0425531914893617,0.0851063829787234,0.0,0.0,0.06382978723404255,0.0,[]
7,,Wed Dec 31 19:00:00 EST 1969,RunF23A5Tests.java,0,-1,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,null,0.0,0.0,[]
8,,Wed Dec 31 19:00:00 EST 1969,RunF23A5Tests.java,0,-1,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,null,0.0,0.0,[]
9,,Wed Dec 31 19:00:00 EST 1969,RunF23A5Tests.java,0,-1,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,null,0.0,0.0,[]
10,,Wed Dec 31 19:00:00 EST 1969,RunF23A5Tests.java,0,-1,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,null,0.0,0.0,[]
11,,Tue Nov 21 16:20:44 EST 2023,RunF23A5Tests.java,1700601644104,23898,0,(F)1(I)1(F)4(D)2(F)1,11.11111111111111,22.22222222222222,0.0,66.66666666666666,0.0,0.0,0.391304347826087,0.0,0.08695652173913043,0.2608695652173913,0.0,0.0,0.043478260869565216,0.0,[]
12,,Wed Dec 31 19:00:00 EST 1969,RunF23A5Tests.java,0,-1,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,null,0.0,0.0,[]
13,,Wed Dec 31 19:00:00 EST 1969,RunF23A5Tests.java,0,-1,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,null,0.0,0.0,[]
14,,Wed Dec 31 19:00:00 EST 1969,RunF23A5Tests.java,0,-1,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,null,0.0,0.0,[]
15,,Wed Dec 31 19:00:00 EST 1969,RunF23A5Tests.java,0,-1,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,null,0.0,0.0,[]
16,,Tue Nov 21 16:21:09 EST 2023,OperationRegistererImpl.java,1700601669260,29924,0,(F)1(I)12,92.3076923076923,0.0,0.0,7.6923076923076925,0.0,0.0,0.4482758620689655,0.0,0.0,0.034482758620689655,0.0,0.0,0.41379310344827586,0.0,[]
17,,Tue Nov 21 16:21:39 EST 2023,OperationRegistererImpl.java,1700601699449,7380,7380,(I)25,100.0,0.0,0.0,0.0,0.0,0.0,3.5714285714285716,0.0,0.0,0.0,0.0,0.0,3.5714285714285716,0.0,[]
18,,Tue Nov 21 16:21:46 EST 2023,OperationRegistererImpl.java,1700601706937,7475,7475,(I)16(R)8,66.66666666666666,0.0,0.0,0.0,33.33333333333333,0.0,3.4285714285714284,0.0,0.0,0.0,0.0,1.1428571428571428,2.2857142857142856,0.0,[]
19,,Tue Nov 21 16:21:54 EST 2023,index.java,1700601714557,10631,0,(R)3(I)16,84.21052631578947,0.0,0.0,0.0,15.789473684210526,0.0,1.9,0.0,0.0,0.0,0.0,0.3,1.6,0.0,[]
20,,Tue Nov 21 16:22:05 EST 2023,RunF23A5Tests.java,1700601725344,19123,0,(I)3(F)2(D)1(I)1(D)1(I)1(D)2(F)1,41.66666666666667,33.33333333333333,0.0,25.0,0.0,0.0,0.631578947368421,0.0,0.21052631578947367,0.15789473684210525,0.0,0.0,0.2631578947368421,0.0,[]
21,,Wed Dec 31 19:00:00 EST 1969,RunF23A5Tests.java,0,-1,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,null,0.0,0.0,[]
22,,Wed Dec 31 19:00:00 EST 1969,RunF23A5Tests.java,0,-1,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,null,0.0,0.0,[]
23,,Wed Dec 31 19:00:00 EST 1969,RunF23A5Tests.java,0,-1,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,null,0.0,0.0,[]
24,,Wed Dec 31 19:00:00 EST 1969,RunF23A5Tests.java,0,-1,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,null,0.0,0.0,[]
25,,Tue Nov 21 16:22:25 EST 2023,LoadEvaluator.java,1700601745718,70246,0,(F)1(I)1(F)2(I)2(F)2(I)4,58.333333333333336,0.0,0.0,41.66666666666667,0.0,0.0,0.17142857142857143,0.0,0.0,0.07142857142857142,0.0,0.0,0.1,0.0,[]
26,,Tue Nov 21 16:23:36 EST 2023,LoadEvaluator.java,1700601816190,42711,0,(F)3(I)22,88.0,0.0,0.0,12.0,0.0,0.0,0.5952380952380952,0.0,0.0,0.07142857142857142,0.0,0.0,0.5238095238095238,0.0,[]
27,,Tue Nov 21 16:24:18 EST 2023,LoadEvaluator.java,1700601858904,1524,1524,(I)10(R)1(I)14,96.0,0.0,0.0,0.0,4.0,0.0,25.0,0.0,0.0,0.0,0.0,1.0,24.0,0.0,[]
28,,Tue Nov 21 16:24:20 EST 2023,LoadEvaluator.java,1700601860429,157257,0,(I)4(F)1(I)4(F)2(I)7(F)2(I)4,79.16666666666666,0.0,0.0,20.833333333333336,0.0,0.0,0.15286624203821655,0.0,0.0,0.03184713375796178,0.0,0.0,0.12101910828025478,0.0,[]
29,,Tue Nov 21 16:26:57 EST 2023,LoadEvaluator.java,1700602017789,4648,4648,(I)16(R)1(I)2(R)1(I)2,90.9090909090909,0.0,0.0,0.0,9.090909090909092,0.0,5.5,0.0,0.0,0.0,0.0,0.5,5.0,0.0,[]
